S7,UUS,AAQ,true,"["OVB"]"
S7,UUS,ABA,true,"["OVB"]"
S7,UUS,AER,true,"["OVB"]"
S7,UUS,ALA,true,"["OVB"]"
S7,UUS,BKK,true,"["OVB"]"
S7,UUS,BQS,true,"["OVB"]"
S7,UUS,CEK,true,"["OVB"]"
S7,UUS,CIT,true,"["OVB"]"
S7,UUS,DUS,true,"["OVB"]"
S7,UUS,DYU,true,"["OVB"]"
S7,UUS,FEG,true,"["OVB"]"
S7,UUS,FRU,true,"["OVB"]"
S7,UUS,GDX,true,"["OVB"]"
S7,UUS,GYD,true,"["OVB"]"
S7,UUS,HKG,true,"["OVB", "VVO"]"
S7,UUS,ICN,true,"["OVB", "VVO"]"
S7,UUS,IKT,true,"["OVB", "VVO"]"
S7,UUS,KGF,true,"["OVB"]"
S7,UUS,KHV,true,"["OVB", "VVO"]"
S7,UUS,KRR,true,"["OVB"]"
S7,UUS,KUF,true,"["OVB"]"
S7,UUS,KZN,true,"["OVB"]"
S7,UUS,LBD,true,"["OVB"]"
S7,UUS,LCA,true,"["OVB"]"
S7,UUS,LED,true,"["IKT", "OVB"]"
S7,UUS,MCX,true,"["OVB"]"
S7,UUS,MJZ,true,"["OVB"]"
S7,UUS,MRV,true,"["OVB"]"
S7,UUS,MSQ,true,"["OVB"]"
S7,UUS,NOJ,true,"["OVB"]"
S7,UUS,NRT,true,"["VVO"]"
S7,UUS,NSK,true,"["OVB"]"
S7,UUS,NUX,true,"["OVB"]"
S7,UUS,BTK,true,"["OVB", "IKT"]"
S7,UUS,KJA,true,"["OVB", "IKT"]"
S7,UUS,NER,true,"["OVB", "IKT"]"
S7,UUS,HTA,true,"["OVB", "IKT"]"
S7,UUS,NYM,true,"["OVB"]"
S7,UUS,OMS,true,"["OVB"]"
S7,UUS,OVB,true,"["KHV", "VVO"]"
S7,UUS,PEE,true,"["OVB"]"
S7,UUS,PEK,true,"["OVB", "VVO"]"
S7,UUS,PKC,true,"["OVB", "VVO"]"
S7,UUS,EVN,true,"["OVB", "OVBDME"]"
S7,UUS,PVG,true,"["OVB"]"
S7,UUS,PWQ,true,"["OVB"]"
S7,UUS,RGK,true,"["OVB"]"
S7,UUS,ROV,true,"["OVB"]"
S7,UUS,SGC,true,"["OVB"]"
S7,UUS,SIP,true,"["OVB"]"
S7,UUS,SVX,true,"["OVB"]"
S7,UUS,TAS,true,"["OVB"]"
S7,UUS,TBS,true,"["OVB"]"
S7,UUS,TJM,true,"["OVB"]"
S7,UUS,TOF,true,"["OVB"]"
S7,UUS,UFA,true,"["OVB"]"
S7,UUS,UKK,true,"["OVB"]"
S7,UUS,ULV,true,"["OVB"]"
S7,UUS,URC,true,"["OVB"]"
S7,UUS,VVO,true,[]
S7,UUS,YKS,true,"["OVB", "VVO"]"
S7,UUS,OSS,true,"["OVB", "IKT"]"
S7,UUS,TLK,true,"["OVB", "IKT"]"
S7,UUS,UUD,true,"["OVB", "IKT"]"
S7,UUS,BAX,true,"["OVB", "OVBDME"]"
S7,UUS,KGD,true,"["OVBDME"]"
S7,UUS,GOJ,true,"["OVBDME"]"
S7,UUS,GSV,true,"["OVBDME"]"
S7,UUS,DME,true,"["OVB", "KHV", "IKT", "VVOOVB"]"
S7,UUS,ASF,true,"["OVBDME"]"
S7,UUS,DYR,true,"["VVO"]"
S7,UUS,NJC,true,"["OVB", "OVBCEK"]"
S7,UUS,PWE,true,"["OVB"]"
S7,UUS,IAA,true,"["IKT", "IKTOVB", "OVB"]"
S7,UUS,VOG,true,"["OVB", "OVBDME", "IKTOVB"]"
S7,UUS,VKV,true,"["OVBDME"]"
S7,UUS,OGZ,true,"["OVBDME", "IKTDME", "OVB"]"
S7,UUS,IKU,true,"["OVB"]"
S7,UUS,PYJ,true,"["OVB"]"
S7,UUS,NOZ,true,"["OVB", "OVBDME", "IKTDME", "VVOOVBDME", "VVOIKTDME"]"
